geoid,county,state,betweenScore
47075,Haywood,Tennessee,349.66128287398243
27151,Swift,Minnesota,349.3204223036065
51530,Buena Vista city,Virginia,349.08191718306335
29055,Crawford,Missouri,348.8577500748979
13027,Brooks,Georgia,348.4349836850789
01057,Fayette,Alabama,348.1101712204697
20127,Morris,Kansas,346.6286966376977
19159,Ringgold,Iowa,346.1448460768569
23023,Sagadahoc,Maine,345.5415871202416
48019,Bandera,Texas,345.21119932906646
40093,Major,Oklahoma,344.9732598113074
21075,Fulton,Kentucky,344.5371440867563
05121,Randolph,Arkansas,344.4393188851111
20163,Rooks,Kansas,343.74380146154897
08113,San Miguel,Colorado,343.12477487735
06109,Tuolumne,California,342.5218529846207
39069,Henry,Ohio,341.93763866837304
39175,Wyandot,Ohio,341.15831860074076
22065,Madison Parish,Louisiana,341.0963340527697
48051,Burleson,Texas,340.71403486364187
46047,Fall River,South Dakota,340.4619454145291
19025,Calhoun,Iowa,339.85888608108974
26085,Lake,Michigan,339.0112054578717
26089,Leelanau,Michigan,337.82950778297294
05105,Perry,Arkansas,335.23116752798063
13085,Dawson,Georgia,335.2226405868849
13055,Chattooga,Georgia,335.1470022905612
20025,Clark,Kansas,334.77870548108024
13169,Jones,Georgia,334.24052066120356
45053,Jasper,South Carolina,334.05522925007426
36107,Tioga,New York,333.89779567924376
29186,Ste. Genevieve,Missouri,333.7079050495264
48283,La Salle,Texas,333.554768548211
48391,Refugio,Texas,332.3417237363435
18079,Jennings,Indiana,331.1733819868341
31077,Greeley,Nebraska,331.1026524106209
40043,Dewey,Oklahoma,330.82627926315047
51141,Patrick,Virginia,330.2536563130766
18169,Wabash,Indiana,330.07228628955147
47087,Jackson,Tennessee,329.5603653014863
19079,Hamilton,Iowa,329.31237913906534
17153,Pulaski,Illinois,328.31840467275805
05095,Monroe,Arkansas,327.08854501082527
51081,Greensville,Virginia,327.053347282991
48195,Hansford,Texas,326.3502653099595
38043,Kidder,North Dakota,324.5746857760848
19115,Louisa,Iowa,324.41510188411627
13173,Lanier,Georgia,323.6929657948327
47023,Chester,Tennessee,323.54972322609126
48063,Camp,Texas,323.5048660610331
16043,Fremont,Idaho,323.4008298821918
18179,Wells,Indiana,321.72343354743066
40105,Nowata,Oklahoma,321.3137655714544
18121,Parke,Indiana,321.01093820183615
56017,Hot Springs,Wyoming,320.64422126211923
05021,Clay,Arkansas,318.9648688774569
18125,Pike,Indiana,318.3828404396179
22049,Jackson Parish,Louisiana,317.835107265769
19121,Madison,Iowa,317.66994223620566
55015,Calumet,Wisconsin,317.48200472855507
19095,Iowa,Iowa,317.356776802683
46105,Perkins,South Dakota,317.12499727808677
45081,Saluda,South Carolina,316.7061821089147
27125,Red Lake,Minnesota,316.20370633601146
05099,Nevada,Arkansas,316.18650984904315
54029,Hancock,West Virginia,315.7898953050104
16037,Custer,Idaho,315.3013790534207
48055,Caldwell,Texas,314.92350827008215
29227,Worth,Missouri,314.84231973346147
36033,Franklin,New York,314.6067719812755
17139,Moultrie,Illinois,311.7055859986591
48211,Hemphill,Texas,311.55513199235213
51065,Fluvanna,Virginia,310.7660322623576
38081,Sargent,North Dakota,310.19223287108645
38091,Steele,North Dakota,309.89193243954946
30007,Broadwater,Montana,309.2885765534245
12007,Bradford,Florida,308.51510916540843
26141,Presque Isle,Michigan,308.23638544530564
13315,Wilcox,Georgia,308.22656863892473
26095,Luce,Michigan,306.7435896261756
13167,Johnson,Georgia,306.6998217453868
30089,Sanders,Montana,306.361609877584
48087,Collingsworth,Texas,305.2508179134774
47153,Sequatchie,Tennessee,305.08860264851756
27011,Big Stone,Minnesota,304.55257318446934
51063,Floyd,Virginia,304.0993289169629
21091,Hancock,Kentucky,303.6515244843912
54071,Pendleton,West Virginia,303.5043835761053
21237,Wolfe,Kentucky,302.35545634560503
48165,Gaines,Texas,301.9508729131612
22035,East Carroll Parish,Louisiana,301.78572725019757
39105,Meigs,Ohio,301.76250030449694
12065,Jefferson,Florida,301.5837892545363
13301,Warren,Georgia,301.35570544014104
48111,Dallam,Texas,301.3086914815335
05071,Johnson,Arkansas,300.93785746036474
05097,Montgomery,Arkansas,300.8864801284164
54027,Hampshire,West Virginia,300.71356730445376
37177,Tyrrell,North Carolina,298.58453112413514
24035,Queen Anne's,Maryland,298.41490994429915
51029,Buckingham,Virginia,298.40104708352925
22125,West Feliciana Parish,Louisiana,298.31816664222845
47115,Marion,Tennessee,298.144062081281
30103,Treasure,Montana,297.6213041148923
31143,Polk,Nebraska,295.6283394050929
28097,Montgomery,Mississippi,294.95356785635147
31021,Burt,Nebraska,294.7909428506235
26079,Kalkaska,Michigan,294.6790851497651
28031,Covington,Mississippi,294.34956742210505
19091,Humboldt,Iowa,294.29800376582796
18139,Rush,Indiana,293.72419558295024
20033,Comanche,Kansas,293.60062745946726
17061,Greene,Illinois,293.4994237900419
09013,Tolland,Connecticut,292.7292101395951
48065,Carson,Texas,292.32803932772237
40059,Harper,Oklahoma,291.69605856401733
55103,Richland,Wisconsin,291.0979180878492
45033,Dillon,South Carolina,291.08962369951536
26001,Alcona,Michigan,290.9797512116148
29129,Mercer,Missouri,290.53887158787296
20021,Cherokee,Kansas,290.5240002317965
40103,Noble,Oklahoma,290.294966829674
29067,Douglas,Missouri,290.0390296669429
53045,Mason,Washington,289.4485572442453
53013,Columbia,Washington,289.3760200753357
13291,Union,Georgia,289.10227631055307
48475,Ward,Texas,287.34807512869816
46009,Bon Homme,South Dakota,286.7540525443848
51111,Lunenburg,Virginia,286.5454734260172
01035,Conecuh,Alabama,286.40140591685423
46061,Hanson,South Dakota,285.97601074227765
02164,Lake and Peninsula Borough,Alaska,285.64016289044883
18143,Scott,Indiana,284.8098692982637
46107,Potter,South Dakota,283.5657797866946
48095,Concho,Texas,283.18920876123997
48105,Crockett,Texas,282.9554655665925
35057,Torrance,New Mexico,281.76134144008836
19105,Jones,Iowa,281.6137268939405
12125,Union,Florida,281.2855738027258
21053,Clinton,Kentucky,279.2953068308926
37185,Warren,North Carolina,278.766615143351
51685,Manassas Park city,Virginia,278.7153920307549
29173,Ralls,Missouri,278.5213880874088
36097,Schuyler,New York,278.2003915793412
33003,Carroll,New Hampshire,278.029163472104
08091,Ouray,Colorado,278.00231027011074
02050,Bethel Census Area,Alaska,277.8062310675897
18007,Benton,Indiana,277.7932876460427
01041,Crenshaw,Alabama,276.97627463783016
51193,Westmoreland,Virginia,276.9300851200782
72135,Toa Alta Municipio,Puerto Rico,276.1443485688657
50019,Orleans,Vermont,275.73973127965303
22037,East Feliciana Parish,Louisiana,275.3210564037631
36057,Montgomery,New York,273.78251291947265
01087,Macon,Alabama,273.7141647530408
19089,Howard,Iowa,273.00160029065256
29203,Shannon,Missouri,272.36514604345444
23007,Franklin,Maine,272.2057413757709
39117,Morrow,Ohio,272.2050403944728
13267,Tattnall,Georgia,272.1704364141084
05001,Arkansas,Arkansas,272.1667029196303
18041,Fayette,Indiana,271.5992247200853
29057,Dade,Missouri,271.5103662240157
19135,Monroe,Iowa,271.16470657056607
05077,Lee,Arkansas,270.902724400621
47049,Fentress,Tennessee,270.1347645788394
04012,La Paz,Arizona,269.82844076120176
31115,Loup,Nebraska,269.7760607485175
13075,Cook,Georgia,269.754005068562
01017,Chambers,Alabama,269.58421379194994
54063,Monroe,West Virginia,269.1276935778657
41031,Jefferson,Oregon,268.68215623783965
48197,Hardeman,Texas,268.1432921107356
40025,Cimarron,Oklahoma,267.8693052159923
51091,Highland,Virginia,266.77503746731963
01063,Greene,Alabama,265.92430638774965
21215,Spencer,Kentucky,265.83630237004047
45087,Union,South Carolina,264.9911501227967
08061,Kiowa,Colorado,264.72978850164407
38023,Divide,North Dakota,263.61346886006737
05147,Woodruff,Arkansas,260.89135974288655
06009,Calaveras,California,260.47254088226515
51139,Page,Virginia,259.55367504773415
13317,Wilkes,Georgia,258.84260059341347
36039,Greene,New York,258.8216939668366
45067,Marion,South Carolina,257.30703243162037
48359,Oldham,Texas,256.9877098169412
22087,St. Bernard Parish,Louisiana,256.9875567606227
54101,Webster,West Virginia,256.97032760806826
46075,Jones,South Dakota,256.65744636513875
06035,Lassen,California,256.4777534621383
06115,Yuba,California,256.1585250693887
13205,Mitchell,Georgia,255.91146994809986
41023,Grant,Oregon,255.81568567863556
21099,Hart,Kentucky,255.68828301074822
12013,Calhoun,Florida,254.64535616040612
16045,Gem,Idaho,253.72110270109079
49039,Sanpete,Utah,252.66958072059947
22077,Pointe Coupee Parish,Louisiana,251.63676817470574
18183,Whitley,Indiana,251.46870253971892
72079,Lajas Municipio,Puerto Rico,251.4466800969597
41049,Morrow,Oregon,251.39418452538388
17147,Piatt,Illinois,251.2895276909187
28019,Choctaw,Mississippi,251.23161558546124
08019,Clear Creek,Colorado,251.15593426774043
54109,Wyoming,West Virginia,251.085172724188
29199,Scotland,Missouri,251.01536965266638
01111,Randolph,Alabama,249.34804222502737
13025,Brantley,Georgia,248.69291032342997
16077,Power,Idaho,248.5622760063832
30077,Powell,Montana,248.40500507763682
18111,Newton,Indiana,248.16727637749443
29139,Montgomery,Missouri,247.5209741442808
48327,Menard,Texas,247.3224483049993
28131,Stone,Mississippi,247.2939610483338
48159,Franklin,Texas,247.17864877526526
36035,Fulton,New York,245.68045123748405
36079,Putnam,New York,245.3107377683211
38033,Golden Valley,North Dakota,245.00717391377026
16067,Minidoka,Idaho,244.50352979553597
13065,Clinch,Georgia,244.2290897021365
29171,Putnam,Missouri,243.67987246724923
13263,Talbot,Georgia,242.69244356368438
51830,Williamsburg city,Virginia,242.6478493829138
45071,Newberry,South Carolina,242.17548061351846
39075,Holmes,Ohio,242.07230558761316
48477,Washington,Texas,241.4932709063212
13269,Taylor,Georgia,241.25616965405197
18075,Jay,Indiana,240.70044498464165
21065,Estill,Kentucky,240.50696470014196
48343,Morris,Texas,240.36459980724732
72133,Santa Isabel Municipio,Puerto Rico,240.08201284982567
02100,Haines Borough,Alaska,239.80127390988503
31007,Banner,Nebraska,239.6766062145621
48079,Cochran,Texas,239.51479421000948
22025,Catahoula Parish,Louisiana,238.24587502716406
38063,Nelson,North Dakota,237.20979136309478
01105,Perry,Alabama,236.99384067638286
20081,Haskell,Kansas,236.99190177414312
41057,Tillamook,Oregon,236.97876258432004
48333,Mills,Texas,236.1928288047737
18155,Switzerland,Indiana,235.47601491791596
31073,Gosper,Nebraska,234.98075378937907
27051,Grant,Minnesota,234.95979880342955
39127,Perry,Ohio,234.1095919112677
13181,Lincoln,Georgia,233.84590160332002
40029,Coal,Oklahoma,233.77867276457954
13251,Screven,Georgia,231.51087634512496
22093,St. James Parish,Louisiana,230.81639186893105
29087,Holt,Missouri,230.4467493720594
12035,Flagler,Florida,230.38548648305502
01019,Cherokee,Alabama,228.90222747165785
13231,Pike,Georgia,227.98366244468713
26113,Missaukee,Michigan,226.96377218649158
48319,Mason,Texas,226.2717358915199
54021,Gilmer,West Virginia,225.80173015362178
48495,Winkler,Texas,224.49982274015952
32021,Mineral,Nevada,224.40794125469552
17035,Cumberland,Illinois,224.1464054702531
17039,De Witt,Illinois,223.972607660145
30039,Granite,Montana,223.65173300438093
48069,Castro,Texas,223.63530357482847
05087,Madison,Arkansas,222.9283496621238
37117,Martin,North Carolina,222.9253832754269
22021,Caldwell Parish,Louisiana,222.6176127111607
37075,Graham,North Carolina,222.59895457554745
28013,Calhoun,Mississippi,222.4562625184341
21171,Monroe,Kentucky,222.25263514485155
41065,Wasco,Oregon,222.21191817593237
34011,Cumberland,New Jersey,221.4141925985081
18009,Blackford,Indiana,221.14578946916916
22081,Red River Parish,Louisiana,220.75496773624238
13307,Webster,Georgia,220.52857941695973
35017,Grant,New Mexico,220.31318412421479
41063,Wallowa,Oregon,219.89062534627834
12067,Lafayette,Florida,219.35149337964017
46097,Miner,South Dakota,219.0711185156672
05129,Searcy,Arkansas,218.62747120483033
28057,Itawamba,Mississippi,218.56137889970302
37005,Alleghany,North Carolina,218.50127040710757
20093,Kearny,Kansas,218.16358868466625
20197,Wabaunsee,Kansas,218.1362691414157
13287,Turner,Georgia,217.80666884421038
51610,Falls Church city,Virginia,217.58245707759139
30037,Golden Valley,Montana,216.88182005250567
12059,Holmes,Florida,215.63802069775215
42093,Montour,Pennsylvania,213.95733178762748
30045,Judith Basin,Montana,213.77552490074208
29151,Osage,Missouri,212.79295843260627
08055,Huerfano,Colorado,211.9042037374693
48235,Irion,Texas,211.06216084813116
47095,Lake,Tennessee,210.97126590809503
36049,Lewis,New York,209.96147778592498
28125,Sharkey,Mississippi,207.40980997954813
48031,Blanco,Texas,206.7673472213437
12047,Hamilton,Florida,206.4256027061198
48403,Sabine,Texas,205.91008552107738
72087,Lo?? Municipio,Puerto Rico,205.8739616836259
41037,Lake,Oregon,205.8180046866117
05013,Calhoun,Arkansas,205.5796053245314
47061,Grundy,Tennessee,205.44614354366493
17071,Henderson,Illinois,205.35513689647647
21023,Bracken,Kentucky,204.94872944650757
01085,Lowndes,Alabama,204.66044553034058
28063,Jefferson,Mississippi,204.5114397868073
48447,Throckmorton,Texas,204.46212327745317
31061,Franklin,Nebraska,204.29066206272395
54089,Summers,West Virginia,204.15105772868424
18149,Starke,Indiana,203.9828356349781
53031,Jefferson,Washington,203.34702671539213
72081,Lares Municipio,Puerto Rico,202.0478322326427
32033,White Pine,Nevada,202.01949158991914
17013,Calhoun,Illinois,201.9199412673482
36121,Wyoming,New York,201.67157620568938
17131,Mercer,Illinois,201.28631156960978
53009,Clallam,Washington,199.7966780446426
28127,Simpson,Mississippi,199.5224478321996
20003,Anderson,Kansas,198.88677235762432
51021,Bland,Virginia,198.73250692082453
13221,Oglethorpe,Georgia,197.6088542478225
21011,Bath,Kentucky,197.56882858650366
37115,Madison,North Carolina,196.69600381770695
17171,Scott,Illinois,196.49406107931813
01029,Cleburne,Alabama,196.1890917573977
19117,Lucas,Iowa,196.03128348863203
13191,McIntosh,Georgia,195.926230319314
13029,Bryan,Georgia,195.9181596002118
21039,Carlisle,Kentucky,195.9151947949448
38065,Oliver,North Dakota,195.69269561693727
28009,Benton,Mississippi,195.36806441324424
40091,McIntosh,Oklahoma,195.21884974573027
45061,Lee,South Carolina,194.87630843258384
48169,Garza,Texas,194.39754132409158
72017,Barceloneta Municipio,Puerto Rico,193.97363193292705
05133,Sevier,Arkansas,193.91372223771586
51113,Madison,Virginia,193.81474099928204
29089,Howard,Missouri,193.1057395359481
47007,Bledsoe,Tennessee,192.3255671057513
46021,Campbell,South Dakota,192.17271204622241
30023,Deer Lodge,Montana,192.15277804218914
37015,Bertie,North Carolina,191.73043462999794
13061,Clay,Georgia,189.34130032550226
39163,Vinton,Ohio,188.96965578321468
02060,Bristol Bay Borough,Alaska,188.24658278432364
13049,Charlton,Georgia,187.98144693000566
72091,Manatnicipio,Puerto Rico,187.9750465875034
20069,Gray,Kansas,187.5259947282792
13289,Twiggs,Georgia,187.5072181045404
13079,Crawford,Georgia,187.22063599355798
31105,Kimball,Nebraska,187.05742023746726
54093,Tucker,West Virginia,186.87594502648065
48411,San Saba,Texas,186.38325927444743
16073,Owyhee,Idaho,186.15839649854516
47127,Moore,Tennessee,185.39490148983938
08081,Moffat,Colorado,184.5560103199933
16009,Benewah,Idaho,184.3486205876756
46101,Moody,South Dakota,184.3437439158661
05011,Bradley,Arkansas,184.18727261214403
08119,Teller,Colorado,184.12780752614262
37007,Anson,North Carolina,183.9854691393406
47029,Cocke,Tennessee,183.70669795112056
16063,Lincoln,Idaho,183.6678502946331
37043,Clay,North Carolina,182.771787215635
01079,Lawrence,Alabama,181.96381781699048
42053,Forest,Pennsylvania,181.05591840685324
08095,Phillips,Colorado,180.09599452337503
42067,Juniata,Pennsylvania,179.54508662212558
45001,Abbeville,South Carolina,176.66343878552297
30097,Sweet Grass,Montana,176.0147895767013
21149,McLean,Kentucky,175.95818866311413
47015,Cannon,Tennessee,175.61781245260315
49015,Emery,Utah,175.3708317864333
72101,Morovis Municipio,Puerto Rico,174.76560885084476
13249,Schley,Georgia,174.169699409385
51119,Middlesex,Virginia,173.82579624641218
21105,Hickman,Kentucky,173.67366170857238
37003,Alexander,North Carolina,173.48526445943455
72085,Las Piedras Municipio,Puerto Rico,171.80376771478774
17129,Menard,Illinois,171.60050057536452
31123,Morrill,Nebraska,170.751783109893
46111,Sanborn,South Dakota,170.50523462753338
21187,Owen,Kentucky,170.47309754563705
72035,Cayey Municipio,Puerto Rico,170.15273640725468
13319,Wilkinson,Georgia,167.9210684475501
53003,Asotin,Washington,166.82416602074102
13227,Pickens,Georgia,166.7202780926218
20101,Lane,Kansas,166.63915835950814
32027,Pershing,Nevada,166.21403595681448
39047,Fayette,Ohio,165.28220752802625
17047,Edwards,Illinois,165.0542163227726
26119,Montmorency,Michigan,164.34410294251867
13195,Madison,Georgia,164.15719562065698
12077,Liberty,Florida,163.54160398882047
37143,Perquimans,North Carolina,161.2846257727143
30071,Phillips,Montana,160.99527271698773
48263,Kent,Texas,158.87327302810274
30005,Blaine,Montana,157.88467631186703
53001,Adams,Washington,157.20145980930522
56031,Platte,Wyoming,156.4775152378116
72107,Orocovis Municipio,Puerto Rico,156.13377474611355
48119,Delta,Texas,155.76222251043578
48505,Zapata,Texas,154.09456041637168
20195,Trego,Kansas,153.64186116047048
46091,Marshall,South Dakota,152.04474112449967
08053,Hinsdale,Colorado,151.6970099852914
48413,Schleicher,Texas,151.4526651529321
16087,Washington,Idaho,150.34894001307376
04009,Graham,Arizona,150.25056791276108
37079,Greene,North Carolina,149.7326228936971
05117,Prairie,Arkansas,149.54417334024853
13281,Towns,Georgia,149.44441261789663
51720,Norton city,Virginia,149.26290249064058
12041,Gilchrist,Florida,149.15881127641325
20019,Chautauqua,Kansas,148.00851606891274
29197,Schuyler,Missouri,147.2629129424729
22007,Assumption Parish,Louisiana,146.46619422835545
42025,Carbon,Pennsylvania,145.46073011291875
19143,Osceola,Iowa,145.45274020576056
46059,Hand,South Dakota,145.11987335156016
21223,Trimble,Kentucky,144.50120517386276
32011,Eureka,Nevada,144.4102357639768
23027,Waldo,Maine,144.17024132396543
54031,Hardy,West Virginia,143.87569669524058
72009,Aibonito Municipio,Puerto Rico,142.7533056044246
54009,Brooke,West Virginia,142.37849643603113
24041,Talbot,Maryland,142.00665778659447
17123,Marshall,Illinois,139.6515615054225
06005,Amador,California,138.79661158334912
17155,Putnam,Illinois,138.09034603490983
27155,Traverse,Minnesota,137.9735124204104
13011,Banks,Georgia,137.9534278377665
21153,Magoffin,Kentucky,136.84986937297313
48089,Colorado,Texas,136.40592149868513
55051,Iron,Wisconsin,135.83880974727066
56043,Washakie,Wyoming,135.60781235200196
45065,McCormick,South Carolina,134.9940759133131
48155,Foard,Texas,134.77314976142372
42113,Sullivan,Pennsylvania,133.16518534518914
40057,Harmon,Oklahoma,132.9769208550406
13005,Bacon,Georgia,132.97517538331059
47171,Unicoi,Tennessee,132.68064429462171
02240,Southeast Fairbanks Census Area,Alaska,132.12728936733268
31125,Nance,Nebraska,132.00832402926002
53043,Lincoln,Washington,131.79474021635315
17169,Schuyler,Illinois,130.98935905298177
38051,McIntosh,North Dakota,130.29167951791308
37041,Chowan,North Carolina,130.17084109681758
05025,Cleveland,Arkansas,130.08523245140287
13197,Marion,Georgia,129.15610938452707
02290,Yukon-Koyukuk Census Area,Alaska,128.53958485787757
13093,Dooly,Georgia,128.38723404935834
12045,Gulf,Florida,128.31423037043172
23021,Piscataquis,Maine,127.86225327424535
36073,Orleans,New York,127.48705211082954
49019,Grand,Utah,127.45393198600645
13183,Long,Georgia,127.40365610663189
48437,Swisher,Texas,127.3322345880032
08011,Bent,Colorado,126.30405225375549
18025,Crawford,Indiana,126.05907372822368
37123,Montgomery,North Carolina,125.60044038968596
26003,Alger,Michigan,125.58184626530725
13149,Heard,Georgia,124.86178687260538
02105,Hoonah-Angoon Census Area,Alaska,124.1202667094981
53059,Skamania,Washington,124.0330951805627
21131,Leslie,Kentucky,124.02789396608821
37033,Caswell,North Carolina,124.01546843312487
40055,Greer,Oklahoma,123.89558965175526
31049,Deuel,Nebraska,123.6201170668483
12003,Baker,Florida,122.98517710855135
25007,Dukes,Massachusetts,122.93474925489433
48379,Rains,Texas,122.14712320468733
37175,Transylvania,North Carolina,121.56683357993332
32015,Lander,Nevada,121.15838432914661
55037,Florence,Wisconsin,120.38566808850328
72121,Sabana Grande Municipio,Puerto Rico,119.1779582773115
13265,Taliaferro,Georgia,117.9929962335842
06043,Mariposa,California,117.93436714817965
18013,Brown,Indiana,117.78882631407441
05137,Stone,Arkansas,117.77647813526303
72077,Juncos Municipio,Puerto Rico,117.55188120743061
48345,Motley,Texas,116.6875551421767
54065,Morgan,West Virginia,115.27497032837675
28053,Humphreys,Mississippi,115.27093062192901
72119,Rrande Municipio,Puerto Rico,114.93435471048971
45089,Williamsburg,South Carolina,114.89147809077951
37093,Hoke,North Carolina,114.57993780304074
53017,Douglas,Washington,113.77305476096524
20017,Chase,Kansas,113.49135469002476
18159,Tipton,Indiana,113.4341627216792
13165,Jenkins,Georgia,113.31874276343143
18161,Union,Indiana,113.12606483631883
08023,Costilla,Colorado,110.8663064162182
17175,Stark,Illinois,110.70171411340738
21219,Todd,Kentucky,110.64193533017607
18171,Warren,Indiana,110.19994792671044
22107,Tensas Parish,Louisiana,108.32782902126044
72131,San Sebasti?Municipio,Puerto Rico,108.2359930523386
06049,Modoc,California,107.18509650259807
48271,Kinney,Texas,106.27005838001094
16059,Lemhi,Idaho,104.36034813630651
24029,Kent,Maryland,102.10782517770454
51079,Greene,Virginia,101.90817846783254
17069,Hardin,Illinois,101.46571046014846
48417,Shackelford,Texas,101.24920047575034
21077,Gallatin,Kentucky,101.20911465870188
24019,Dorchester,Maryland,101.14354450775217
30061,Mineral,Montana,100.0493892648873
41055,Sherman,Oregon,99.7079224503541
48175,Goliad,Texas,99.4726714929872
48433,Stonewall,Texas,97.907726377763
21191,Pendleton,Kentucky,97.25648577607704
21061,Edmonson,Kentucky,97.18912492983691
38039,Griggs,North Dakota,97.17428150744102
72003,Aguada Municipio,Puerto Rico,97.14047995220012
37173,Swain,North Carolina,96.99135836673366
55078,Menominee,Wisconsin,96.77683716903279
72011,A??o Municipio,Puerto Rico,96.77677129673408
05127,Scott,Arkansas,96.57302333081151
48243,Jeff Davis,Texas,96.00810823911866
06027,Inyo,California,96.00781391282821
48489,Willacy,Texas,95.4588472181684
31183,Wheeler,Nebraska,94.24172828535265
25019,Nantucket,Massachusetts,94.00793080162278
48351,Newton,Texas,93.51206017556612
27077,Lake of the Woods,Minnesota,93.43931532842123
45049,Hampton,South Carolina,93.38531527756996
13141,Hancock,Georgia,92.44519134013274
40033,Cotton,Oklahoma,92.33808796051099
13253,Seminole,Georgia,91.97677061394118
48407,San Jacinto,Texas,91.91940844952234
51043,Clarke,Virginia,89.81843074363758
37137,Pamlico,North Carolina,88.84070864475324
51011,Appomattox,Virginia,88.21766461377537
05101,Newton,Arkansas,88.16802171432666
13003,Atkinson,Georgia,87.76924608759735
16021,Boundary,Idaho,87.24466236100429
06033,Lake,California,86.87292061813974
21201,Robertson,Kentucky,86.41753434117753
27165,Watonwan,Minnesota,86.25286837795235
26153,Schoolcraft,Michigan,85.97053878269654
48173,Glasscock,Texas,85.5551494717411
41069,Wheeler,Oregon,85.22526128990864
08027,Custer,Colorado,83.79083237344996
53051,Pend Oreille,Washington,82.83515292824586
51595,Emporia city,Virginia,82.29865878388502
49025,Kane,Utah,82.11656284850392
28111,Perry,Mississippi,81.48911331706081
05089,Marion,Arkansas,79.92189196747053
46025,Clark,South Dakota,79.31563022522305
72123,Salinas Municipio,Puerto Rico,78.53982650429073
16003,Adams,Idaho,77.54001408607506
24039,Somerset,Maryland,77.30326762448385
47083,Houston,Tennessee,77.22455049434839
53023,Garfield,Washington,77.13682530642012
39125,Paulding,Ohio,76.59662615213938
08121,Washington,Colorado,76.20447570394572
22091,St. Helena Parish,Louisiana,76.14935346971944
51640,Galax city,Virginia,75.76166356903748
37029,Camden,North Carolina,75.44997414783703
41025,Harney,Oregon,75.43402631660878
21189,Owsley,Kentucky,74.79123017760865
49033,Rich,Utah,74.65921382087878
51057,Essex,Virginia,72.83831819403014
47175,Van Buren,Tennessee,72.27671585696905
21057,Cumberland,Kentucky,72.10452176715977
48385,Real,Texas,71.43991416930328
13159,Jasper,Georgia,70.85603166292478
53019,Ferry,Washington,69.97091738426789
51049,Cumberland,Virginia,69.91966166002182
72093,Maricao Municipio,Puerto Rico,69.7579409258293
17009,Brown,Illinois,69.36357661231682
29125,Maries,Missouri,68.55656985315677
08025,Crowley,Colorado,68.52189938315568
53069,Wahkiakum,Washington,67.9306843918963
53049,Pacific,Washington,66.60431170998213
48103,Crane,Texas,66.388491025701
72109,Patillas Municipio,Puerto Rico,65.93727913135689
21109,Jackson,Kentucky,64.29588475089538
06021,Glenn,California,64.25731757360029
51620,Franklin city,Virginia,64.18624653368465
48443,Terrell,Texas,63.60769697238654
21135,Lewis,Kentucky,63.385094882092346
72129,San Lorenzo Municipio,Puerto Rico,62.859606816821966
72067,Hormigueros Municipio,Puerto Rico,62.65655745910666
13023,Bleckley,Georgia,62.033383464054914
47173,Union,Tennessee,62.013112449204804
48023,Baylor,Texas,61.587512749161256
48017,Bailey,Texas,61.466766344859344
51097,King and Queen,Virginia,61.40512072101363
21159,Martin,Kentucky,61.11111015932906
12049,Hardee,Florida,61.071614642682164
30099,Teton,Montana,60.754943094631486
47101,Lewis,Tennessee,60.107310639953724
13283,Treutlen,Georgia,59.08968223309611
21181,Nicholas,Kentucky,58.91410070013222
50013,Grand Isle,Vermont,58.86355823024314
05073,Lafayette,Arkansas,57.82910154727514
38083,Sheridan,North Dakota,57.517138126481704
35019,Guadalupe,New Mexico,56.66357722666832
06069,San Benito,California,56.58864461055659
27031,Cook,Minnesota,56.424261519433436
45005,Allendale,South Carolina,56.33116864857598
01065,Hale,Alabama,56.111510989802376
18131,Pulaski,Indiana,55.95409694998728
51159,Richmond,Virginia,55.07865534157062
37103,Jones,North Carolina,55.03262594546209
45009,Bamberg,South Carolina,54.245841538463125
26083,Keweenaw,Michigan,54.11728089049463
48081,Coke,Texas,53.59027505991804
06015,Del Norte,California,53.504217445101304
16025,Camas,Idaho,53.01369558243441
24011,Caroline,Maryland,53.001693432959264
20083,Hodgeman,Kansas,52.39362297780182
02188,Northwest Arctic Borough,Alaska,52.03864530310737
48047,Brooks,Texas,51.60201386561298
12129,Wakulla,Florida,51.26355649265931
18115,Ohio,Indiana,50.26769129382845
12051,Hendry,Florida,50.148633127493696
08111,San Juan,Colorado,49.59639016049267
41015,Curry,Oregon,48.875259361383776
28119,Quitman,Mississippi,48.80444680665477
54043,Lincoln,West Virginia,48.63770769460763
30051,Liberty,Montana,48.62309923279945
02068,Denali Borough,Alaska,46.43119311733907
02070,Dillingham Census Area,Alaska,45.93807530776011
13007,Baker,Georgia,45.763675522091944
72001,Adjuntas Municipio,Puerto Rico,45.71120021896292
35006,Cibola,New Mexico,44.81522404474712
06011,Colusa,California,44.18611114940647
48267,Kimble,Texas,44.16398876899784
16023,Butte,Idaho,43.88308469395413
04023,Santa Cruz,Arizona,43.84563756539533
20207,Woodson,Kansas,43.37170844177993
30107,Wheatland,Montana,42.590234092579834
41021,Gilliam,Oregon,42.448336989638904
35033,Mora,New Mexico,42.06371448770733
51735,Poquoson city,Virginia,41.65773793793806
30069,Petroleum,Montana,41.590529168535696
48229,Hudspeth,Texas,41.55534100466049
51017,Bath,Virginia,41.54187651005094
37095,Hyde,North Carolina,40.863518861162426
32029,Storey,Nevada,40.550330406069946
72019,Barranquitas Municipio,Puerto Rico,40.31364079669438
31009,Blaine,Nebraska,40.21668365164968
01037,Coosa,Alabama,39.59818714678103
